anime_id,mal_id,title,title_english,title_japanese,type,source,genres,tags
771,771,Ginyuu Mokushiroku Meine Liebe Wieder,None,吟遊黙示録マイネリーベ ヴィーダー,TV,VISUAL_NOVEL,"Drama, Fantasy","Historical, School, Shoujo, Primarily Male Cast"
773,773,Tenamonya Voyagers,None,てなもんやボイジャーズ,OVA,None,"Adventure, Comedy, Ecchi, Mecha, Sci-Fi","Space, Parody"
776,776,Nanaka 6/17,None,ななか６／１７,TV,None,"Comedy, Drama, Romance, Slice of Life",Shounen
777,777,Hellsing Ultimate,None,None,OVA,MANGA,"Action, Horror, Supernatural","Vampire, Seinen, Gore, Military, Guns, Foreign"
779,779,Meitantei Conan Movie 01: Tokei Jikake no Matenrou,Case Closed Movie 01: The Time Bombed Skyscraper,名探偵コナン 時計じかけの摩天楼,MOVIE,None,"Adventure, Mystery","Male Protagonist, Terrorism, Police, Shounen, Age Regression"
780,780,Meitantei Conan Movie 02: Juuyonbanme no Target,Case Closed Movie 02: The Fourteenth Target,名探偵コナン １４番目の標的,MOVIE,None,"Adventure, Mystery","Male Protagonist, Shounen, Police, Age Regression"
781,781,Meitantei Conan Movie 03: Seikimatsu no Majutsushi,Case Closed Movie 03: The Last Wizard of the Century,名探偵コナン 世紀末の魔術師,MOVIE,None,"Adventure, Mystery","Male Protagonist, Police, Age Regression, Shounen, Crossover"
782,782,Gasaraki,None,ガサラキ,TV,ORIGINAL,"Drama, Mecha, Psychological, Supernatural","Military, Real Robot"
783,783,Miami Guns,None,マイアミ☆ガンズ,TV,None,"Comedy, Ecchi","Police, Shounen"
785,785,Otaku no Video,None,おたくのビデオ,OVA,None,"Comedy, Drama, Mecha, Sci-Fi","Otaku Culture, Magic, Historical, Cosplay, Parody, Meta, Male Protagonist"
786,786,Pugyuru,None,ぷぎゅる,TV_SHORT,None,"Comedy, Fantasy","Surreal Comedy, School, 4-koma, Parody"
788,788,Eiken: Eikenbu yori Ai wo Komete,Eiken,エイケン エイケンヴより愛をこめて,OVA,None,"Comedy, Ecchi, Romance","School, Harem, Primarily Female Cast, Food"
789,789,Shinigami no Ballad,Momo,しにがみのバラッド。,TV,None,"Drama, Fantasy, Psychological, Supernatural",Seinen
790,790,Ergo Proxy,None,エルゴプラクシ,TV,ORIGINAL,"Mystery, Psychological, Sci-Fi","Post-Apocalyptic, Philosophy, Cyberpunk, Dystopian, Primarily Adult Cast, Amnesia, Robots, Conspiracy, Coming of Age, Terrorism, Artificial Intelligence, Male Protagonist"
791,791,Arion,Arion,ネオ・ヒロイック・ファンタジア　アリオン,MOVIE,None,"Action, Fantasy",Magic
792,792,Ranma ½: Kessen Tougenkyou! Hanayomewo Torimodose!,Ranma ½: Nihao My Concubine,らんま1/2 決戦桃幻郷! 花嫁を奪りもどせ!!,MOVIE,None,"Adventure, Comedy",Shounen
793,793,xxxHOLiC: Manatsu no Yoru no Yume,xxxHOLiC - A Midsummer Night's Dream,劇場版　XXX HOLiC　真夏ノ夜ノ夢,MOVIE,None,"Comedy, Drama, Mystery, Psychological, Supernatural",Magic
795,795,Onii-sama e...,Dear Brother,おにいさまへ…,TV,None,Drama,"Yuri, School, Shoujo, Bullying, Coming of Age, Female Protagonist, Primarily Female Cast, Drugs, Trains"
796,796,Mahoujin Guru Guru Movie,Magical Circle Guru Guru Movie,魔法陣グルグル,MOVIE,None,"Adventure, Comedy",
797,797,Hanaukyou Maid-tai OVA,Maid in Hanaukyo,花右京メイド隊,OVA,None,"Comedy, Ecchi, Romance","Maids, Harem"
798,798,Yomigaeru Sora: Rescue Wings,None,よみがえる空 -Rescue Wings-,TV,None,Drama,"Military, Aviation, Seinen"
799,799,Kokoro Toshokan,None,ココロ図書館,TV,None,"Comedy, Drama, Slice of Life","Iyashikei, Primarily Female Cast"
800,800,NieA Under 7,NieA_7,ニア アンダーセブン,TV,MANGA,"Comedy, Sci-Fi, Slice of Life","Aliens, Female Protagonist, Work"
801,801,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,Ghost in the Shell: Stand Alone Complex 2nd GIG,攻殻機動隊 S.A.C. 2nd GIG,TV,None,"Mecha, Mystery, Sci-Fi, Action","Military, Police, Cyberpunk, Robots, Female Protagonist, Seinen, Memory Manipulation, Primarily Adult Cast, Artificial Intelligence"
807,807,Tsubasa Chronicle: Tori Kago no Kuni no Himegimi,Tsubasa Reservoir Chronicle the Movie: The Princess in the Birdcage Kingdom,ツバサ・クロニクル 鳥カゴの国の姫君,MOVIE,None,"Adventure, Fantasy",Magic
808,808,Bakuretsu Hunters OVA,Sorcerer Hunters,元祖　爆れつハンター,OVA,None,"Action, Adventure, Comedy, Ecchi, Fantasy",Magic
810,810,Android Ana Maico 2010,Android Announcer Maico 2010,アンドロイド・アナ　MAICO ２０１０,TV_SHORT,None,"Comedy, Sci-Fi",
811,811,I''s Pure,I''s Pure,アイズピュア,OVA,None,"Comedy, Drama, Ecchi, Romance",School
812,812,Chikyuu Shoujo Arjuna,Arjuna,地球少女アルジュナ,TV,None,"Adventure, Drama, Sci-Fi","Environmental, Magic, Archery, Female Protagonist"
813,813,Dragon Ball Z,Dragon Ball Z,ドラゴンボールZ,TV,MANGA,"Action, Adventure, Comedy","Super Power, Martial Arts, Shounen, Henshin, Aliens, Male Protagonist, Cultivation, Robots, Time Manipulation, Gods"
814,814,Tennis no Oujisama: Atobe Kara no Okurimono,Prince of Tennis: Atobe's Gift,跡部からの贈り物,MOVIE,None,"Comedy, Sports",Shounen
815,815,Prince of Tennis: The Two Samurai, The First Game,The Prince of Tennis: The Two Samurai,劇場版 テニスの王子様 二人のサムライ The First Game,MOVIE,None,"Action, Sports"
816,816,Nanako Kaitai Shinsho,Amazing Nurse Nanako,菜々子解体診書,OVA,None,"Comedy, Mecha, Sci-Fi",Military
817,817,Tactical Roar,None,タクティカルロア,TV,None,"Comedy, Romance, Sci-Fi","Military, Love Triangle, Ships"
818,818,Sakura Tsuushin,None,桜通信,OVA,MANGA,"Comedy, Drama, Romance, Slice of Life",
819,819,Boku wa Imouto ni Koi wo Suru,I'm In Love With My Sister,僕は妹に恋をする,OVA,None,Romance,"Shoujo, Twins"
820,820,Ginga Eiyuu Densetsu,Legend of the Galactic Heroes,銀河英雄伝説,OVA,OTHER,"Drama, Sci-Fi","Space Opera, War, Politics, Military, Primarily Adult Cast, Space, Tragedy, Ensemble Cast, Terrorism, Gore, Male Protagonist"
821,821,Initial D Battle Stage,None,頭文字〈イニシャル〉D BATTLE STAGE,OVA,MANGA,"Sports, Action","Cars, Seinen, Male Protagonist"
822,822,Initial D Extra Stage,None,頭文字〈イニシャル〉D EXTRA STAGE,OVA,None,"Action, Sports, Drama","Cars, Female Protagonist, Seinen"
823,823,Virgin Night,None,初夜 -ヴァージン・ナイト-,OVA,None,"Hentai, Romance",
824,824,Guardian Hearts,None,がぁーでぃあんHearts,OVA,None,"Comedy, Ecchi, Romance","Magic, School"
825,825,King of Fighters: Another Day,None,ザ・キング・オブ・ファイターズ アナザーデイ,OVA,None,"Adventure, Drama",Shounen
827,827,Uba,Milk Money,乳 母,OVA,None,Hentai,"Large Breasts, MILF"
828,828,Jinshin Yuugi,Love Lessons,人心遊戯,OVA,None,Hentai,
830,830,Sexfriend,None,セックスフレンド,OVA,None,Hentai,"Male Protagonist, School"
831,831,Chicchana Yukitsukai Sugar,A Little Snow Fairy Sugar,ちっちゃな雪使いシュガー,TV,None,"Comedy, Fantasy","Magic, Female Protagonist, Foreign"
832,832,Ginsoukikou Ordian,None,銀装騎攻オーディアン,TV,None,"Mecha, Sci-Fi",
833,833,Choujuushin Gravion,Super Heavy God Gravion,超重神グラヴィオン,TV,None,"Adventure, Comedy, Mecha, Sci-Fi","Shounen, Crossdressing, Super Robot"
834,834,Bleach: The Sealed Sword Frenzy,None,None,SPECIAL,None,"Adventure, Comedy, Drama, Fantasy, Supernatural",Shounen
835,835,Sister Princess RePure,None,シスター・プリンセス ～リピュア～,TV,None,"Drama, Romance",
836,836,Sister Princess,None,シスター・プリンセス,TV,None,"Comedy, Drama, Romance, Slice of Life",Harem
837,837,Kyou no Go no Ni,Today in Class 5-2,今日の5の2,OVA,None,"Comedy, Ecchi, Romance","School, Primarily Child Cast"
838,838,Narutaru: Mukuro Naru Hoshi Tama Taru Ko,Shadow Star Narutaru,なるたる ～骸なる星・珠たる子～,TV,None,"Drama, Horror, Supernatural","Urban Fantasy, Bullying, Terrorism, Female Protagonist, Primarily Female Cast, Tragedy"
839,839,Samurai Spirits 2,Samurai Spirits 2,サムライスピリッツ2 アスラ斬魔伝,OVA,None,"Action, Fantasy","Swordplay, Super Power"
840,840,Narue no Sekai,The World of Narue,成恵の世界,TV,None,"Comedy, Romance, Sci-Fi","Shounen, Aliens"
841,841,Colorful,None,カラフル,TV_SHORT,None,"Comedy, Ecchi, Slice of Life","Surreal Comedy, Primarily Adult Cast"
842,842,Ushio to Tora (OVA),Ushio and Tora,うしおととら (OVA),OVA,MANGA,"Action, Comedy, Horror",Demons
844,844,Konjiki no Gash Bell!!: 101 Banme no Mamono,Zatch Bell! 101st Devil,劇場版 金色のガッシュベル!! 101番目の魔物,MOVIE,None,"Adventure, Supernatural","Shounen, Demons"
845,845,Kiba,None,牙-KIBA-,TV,None,"Adventure, Fantasy","Shounen, Isekai"
846,846,School Rumble Ni Gakki,School Rumble 2nd Term,スクールランブル 二学期,TV,MANGA,"Comedy, Romance","School, Love Triangle, Shounen"
848,848,Jinki:Extend OVA,Jinki:Extend,None,OVA,None,"Mecha, Sci-Fi",
849,849,Suzumiya Haruhi no Yuuutsu,The Melancholy of Haruhi Suzumiya,涼宮ハルヒの憂鬱,TV,LIGHT_NOVEL,"Comedy, Mystery, Sci-Fi, Slice of Life","School Club, Urban Fantasy, School, Achronological Order, Male Protagonist, Parody, Gods, Aliens, Alternate Universe, Chuunibyou, Magic, Philosophy, Tsundere, Time Manipulation, Maids, Otaku Culture"
850,850,Gakuen Heaven,Heaven Academy,学園ヘヴン,TV,VISUAL_NOVEL,"Comedy, Drama, Romance","Boys' Love, School"
851,851,Kyou kara Ore wa!!,None,今日から俺は！！,OVA,None,Comedy,"Shounen, Delinquents, School, Gangs"
852,852,Gokinjo Monogatari,Neighborhood Stories,ご近所物語,TV,None,"Comedy, Drama, Romance, Slice of Life","Fashion, Shoujo"
853,853,Ouran Koukou Host Club,Ouran High School Host Club,桜蘭高校ホスト部,TV,MANGA,"Comedy, Romance","Shoujo, School Club, Female Protagonist, Reverse Harem, Parody, School, Crossdressing, Gender Bending, Primarily Male Cast, Meta, Ensemble Cast, Agender, LGBTQ Issues, Twins, Martial Arts"
854,854,Soul Link,None,None,TV,None,"Action, Adventure, Comedy, Romance, Sci-Fi",Space
855,855,Strawberry Panic,None,ストロベリー・パニック,TV,LIGHT_NOVEL,"Drama, Romance","Yuri, School, Primarily Female Cast"
856,856,Utawarerumono,The One Being Sung,うたわれるもの,TV,None,"Action, Drama, Fantasy, Sci-Fi","War, Post-Apocalyptic, Amnesia, Primarily Adult Cast, Kemonomimi, Politics, Gods, Harem, Nekomimi"
857,857,Air Gear,Air Gear,エア・ギア,TV,MANGA,"Action, Comedy, Ecchi, Sports","Shounen, Multiple Personalities"
858,858,Gunparade Orchestra,Gunparade Orchestra,ガンパレード・オーケストラ,TV,None,"Drama, Mecha, Romance, Sci-Fi, Slice of Life",Military
859,859,Digimon Savers,Digimon Data Squad,デジモンセイバーズ,TV,None,"Adventure, Comedy, Drama, Fantasy","Shounen, Isekai, Male Protagonist, Ensemble Cast, Kaiju, Henshin"
860,860,Makai Senki Disgaea,Netherworld Battle Chronicle: Disgaea,魔界戦記ディスガイア,TV,None,"Action, Comedy, Fantasy","Demons, Magic, Afterlife, Monster Girl, Slavery"
861,861,xxxHOLiC,None,XXX ホリック,TV,None,"Comedy, Drama, Mystery, Psychological, Supernatural","Youkai, Ghost"
863,863,Joshikousei,High School Girls,女子高生,TV,None,"Comedy, Drama, Ecchi","School, Primarily Female Cast, Cute Girls Doing Cute Things"
864,864,Kidou Senshi Gundam SEED MSV Astray,Mobile Suit Gundam Seed MSV Astray,機動戦士ガンダムSEED MSV ASTRAY,OVA,None,"Mecha, Sci-Fi","Military, Shounen, Space"
865,865,Kikou Senki Dragonar,Metal Armor Dragonar,機甲戦記ドラグナー,TV,None,"Adventure, Mecha, Sci-Fi",Shounen
866,866,Slayers Premium,None,スレイヤーズぷれみあむ,MOVIE,None,"Adventure, Comedy, Fantasy","Magic, Shounen, Female Protagonist"
867,867,Slayers Gorgeous,None,スレイヤーズごぅじゃす,MOVIE,None,"Adventure, Comedy, Fantasy, Supernatural","Magic, Female Protagonist"
868,868,Slayers Great,None,スレーヤーズぐれえと,MOVIE,None,"Adventure, Comedy, Fantasy","Magic, Shounen, Female Protagonist"
869,869,Slayers Return,None,スレイヤーズRETURN,MOVIE,LIGHT_NOVEL,"Adventure, Comedy, Fantasy","Magic, Shounen, Female Protagonist"
870,870,Dragon Half,None,ドラゴンハーフ,OVA,None,"Comedy, Fantasy","Dragons, Slapstick, Female Protagonist"
872,872,Mahou Shoujo Tai Arusu,Tweeny Witches,魔法少女隊アルス,TV_SHORT,None,"Adventure, Comedy, Fantasy, Mahou Shoujo","Magic, Witch"
873,873,.hack//Roots,None,None,TV,None,"Adventure, Drama, Fantasy, Sci-Fi","Virtual World, Video Games"
874,874,Digimon Tamers,None,デジモンテイマーズ,TV,None,"Adventure, Comedy, Drama, Fantasy","Shounen, Isekai, Tragedy, Primarily Child Cast, Artificial Intelligence, Male Protagonist, Virtual World, Henshin, Kaiju"
875,875,Mind Game,None,マインド・ゲーム,MOVIE,None,"Adventure, Comedy, Psychological, Romance","Male Protagonist, Afterlife, Primarily Adult Cast, Yakuza, Reincarnation, Cyberpunk, Gods, Nudity"
876,876,Street Fighter II V,None,ストリートファイターII V,TV,None,"Adventure, Drama, Mystery","Shounen, Super Power"
877,877,Nana,Nana,ナナ,TV,MANGA,"Comedy, Drama, Music, Romance, Slice of Life","Female Protagonist, Band, Primarily Adult Cast, Netorare, Love Triangle, Age Gap, Shoujo"
878,878,Zegapain,Zegapain,ゼーガペイン,TV,None,"Action, Mecha, Romance, Sci-Fi","Super Robot, Male Protagonist, Aliens, Swimming, Reincarnation, Isekai"
879,879,Simoun,None,シムーン,TV,None,"Drama, Romance","Yuri, Military, Gender Bending, Female Protagonist, Coming of Age, Magic, Steampunk, Aviation, Alternate Universe, Love Triangle, Lost Civilization, War, Tragedy, CGI"
880,880,Aa! Megami-sama!: Sorezore no Tsubasa,Oh! My Goddess: Flights of Fancy,ああっ女神さまっ　それぞれの翼,TV,None,"Comedy, Romance, Supernatural","Gods, Magic"
881,881,Green Green OVA,None,グリーングリーン,OVA,VISUAL_NOVEL,"Comedy, Ecchi, Romance",School
882,882,Yuu Yuu Hakusho: The Golden Seal,Yu Yu Hakusho: The Movie,幽遊白書 (1993),MOVIE,None,"Action, Adventure, Comedy","Super Power, Demons, Shounen, Primarily Male Cast, Male Protagonist"
883,883,Yuu Yuu Hakusho: Meikai Shitou-hen - Honoo no Kizuna,Yu Yu Hakusho: The Movie - Poltergeist Report,幽遊白書 『冥界死闘篇・炎の絆,MOVIE,None,"Action, Comedy","Super Power, Demons, Shounen, Primarily Male Cast, Male Protagonist"
884,884,Shin Angyo Onshi,Blade of the Phantom Master,新暗行御史,MOVIE,None,"Action, Fantasy",
885,885,Tenshi no Tamago,Angel's Egg,天使のたまご,OVA,ORIGINAL,"Drama, Fantasy","Mythology, Post-Apocalyptic, Coming of Age"
886,886,Amaenaide yo!! Katsu!!,Ah My Buddha Katsu,あまえないでよっ!! 喝!!,TV,None,"Comedy, Ecchi, Romance, Slice of Life, Supernatural",Harem
887,887,Megami Kouhosei Special Curriculum,None,女神候補生 スペシャルカリキュラム,OVA,None,"Action, Mecha, Sci-Fi","Military, Space"
888,888,Megami Kouhosei,Pilot Candidate,女神候補生,TV,MANGA,"Action, Mecha, Sci-Fi","CGI, Super Robot, Space, Military, Aliens, Kemonomimi"
889,889,Black Lagoon,Black Lagoon,BLACK LAGOON,TV,MANGA,"Action, Drama","Pirates, Guns, Seinen, Gangs, Primarily Adult Cast, Mafia, Foreign, Triads, Male Protagonist, Politics"
890,890,Yuusha-Ou GaoGaiGar,King of Braves GaoGaiGar,勇者王ガオガイガー,TV,ORIGINAL,"Adventure, Mecha, Sci-Fi","Shounen, Super Robot"
891,891,Dragon Ball Movie 2: Majinjou no Nemuri Hime,Dragon Ball Movie 2: Sleeping Princess in Devil's Castle,ドラゴンボール 魔神城のねむり姫,MOVIE,None,"Action, Adventure, Comedy, Sci-Fi","Shounen, Super Power, Male Protagonist"
892,892,Dragon Ball Movie 3: Makafushigi Daibouken,Dragon Ball Movie 3: Mystical Adventure,摩訶不思議大冒険,MOVIE,None,"Action, Adventure, Comedy, Fantasy, Sci-Fi","Shounen, Male Protagonist"
893,893,Dragon Ball Movie 4: Saikyou e no Michi,Dragon Ball Movie 4: The Path to Power,ドラゴンボール 最強への道,MOVIE,None,"Action, Adventure, Comedy, Fantasy, Sci-Fi",Shounen
894,894,Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!!,Dragon Ball Z Movie 01: Dead Zone,ドラゴンボールZ オラの悟飯をかえせッ!!,MOVIE,None,"Adventure, Comedy, Sci-Fi","Shounen, Super Power, Martial Arts, Male Protagonist, Aliens"
895,895,Dragon Ball Z Movie 02: Konoyo de Ichiban Tsuyoi Yatsu,Dragon Ball Z Movie 02: The World's Strongest,ドラゴンボールＺ この世で一番強いヤツ,MOVIE,None,"Adventure, Comedy, Sci-Fi","Shounen, Super Power, Martial Arts, Aliens, Male Protagonist"
896,896,Dragon Ball Z Movie 03: Chikyuu Marugoto Chou Kessen,Dragon Ball Z Movie 03: The Tree of Might,ドラゴンボールＺ 地球まるごと超決戦,MOVIE,None,"Adventure, Comedy, Sci-Fi, Action, Fantasy","Shounen, Super Power, Aliens, Martial Arts, Male Protagonist"
897,897,Dragon Ball Z Movie 04: Super Saiyajin da Son Goku,Dragon Ball Z Movie 04: Lord Slug,ドラゴンボールＺ 超サイヤ人だ孫悟空,MOVIE,None,"Action, Sci-Fi, Adventure, Comedy, Fantasy","Shounen, Super Power, Martial Arts, Henshin, Aliens, Male Protagonist"
898,898,Dragon Ball Z Movie 05: Tobikkiri no Saikyou Tai Saikyou,Dragon Ball Z Movie 05: Cooler's Revenge,ドラゴンボールZ とびっきりの最強対最強,MOVIE,None,"Adventure, Comedy, Sci-Fi, Action, Fantasy","Shounen, Super Power, Martial Arts, Aliens, Henshin, Male Protagonist"
899,899,Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,Dragon Ball Z Movie 06: Return of Cooler,ドラゴンボールZ 激突!!100億パワーの戦士たち,MOVIE,None,"Adventure, Comedy, Sci-Fi, Action, Fantasy","Shounen, Aliens, Super Power, Martial Arts, Henshin, Male Protagonist"
900,900,Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin,Dragon Ball Z Movie 07: Super Android 13,ドラゴンボールＺ 極限バトル！三大超サイヤ人,MOVIE,None,"Adventure, Comedy, Sci-Fi, Action, Fantasy","Shounen, Robots, Super Power, Henshin, Male Protagonist, Martial Arts, Aliens"
901,901,Dragon Ball Z Movie 08: Moetsukiro!! Nessen - Ressen - Chou Gekisen,Dragon Ball Z Movie 08: Broly - The Legendary Super Saiyan,ドラゴンボールZ 燃えつきろ!!熱戦・烈戦・超激戦,MOVIE,None,"Adventure, Comedy, Sci-Fi, Action, Fantasy","Shounen, Super Power, Martial Arts, Aliens, Henshin, Male Protagonist"
902,902,Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,Dragon Ball Z Movie 09: Bojack Unbound,ドラゴンボールZ 銀河ギリギリ!! ぶっちぎりの凄い奴,MOVIE,None,"Adventure, Comedy, Sci-Fi, Action, Fantasy","Shounen, Super Power, Martial Arts, Aliens, Henshin, Male Protagonist"
903,903,Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai,Dragon Ball Z Movie 10: Broly - Second Coming,ドラゴンボールZ 危険なふたり! 超戦士はねむれない,MOVIE,None,"Action, Adventure, Comedy, Fantasy, Sci-Fi","Shounen, Super Power, Demons, Aliens, Martial Arts, Henshin, Male Protagonist"
904,904,Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da,Dragon Ball Z Movie 11: Bio-Broly,ドラゴンボールＺ 超戦士撃破!!勝のはオレだ,MOVIE,None,"Action, Adventure, Comedy, Fantasy, Sci-Fi","Shounen, Super Power, Henshin, Aliens, Male Protagonist, Martial Arts"
905,905,Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Goku to Vegeta,Dragon Ball Z Movie 12: Fusion Reborn,ドラゴンボールＺ 復活のフュージョン!!悟空とベジータ,MOVIE,None,"Adventure, Comedy, Sci-Fi","Shounen, Male Protagonist, Henshin, Martial Arts, Super Power"
906,906,Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Goku ga Yaraneba Dare ga Yaru,Dragon Ball Z Movie 13: Wrath of the Dragon,ドラゴンボールＺ 龍拳爆発!!悟空がやらねば誰がやる,MOVIE,None,"Adventure, Comedy, Sci-Fi, Action, Fantasy","Shounen, Super Power, Martial Arts, Aliens, Henshin, Male Protagonist"
907,907,Princess Princess,None,プリンセス・プリンセス,TV,None,Comedy,"Crossdressing, School, Shoujo"
908,908,Hagane no Renkinjitsushi: Premium Collection,Fullmetal Alchemist: Premium OVA Collection,鋼の錬金術師 PREMIUM COLLECTION,OVA,None,"Comedy, Fantasy",Shounen
909,909,Geneshaft,None,ジーンシャフト,TV,None,"Adventure, Mecha, Sci-Fi","Space, Aliens, Super Robot, Dystopian, Cyberpunk, Primarily Female Cast"
910,910,Himawari!,Himawari!,ひまわりっ!,TV,None,"Adventure, Comedy",Ninja
911,911,Konjiki no Gash Bell!!: Mecha Vulkan no Raishuu,Zatch Bell! Attack of Mechavulcan,劇場版　金色のガッシュベル!!　メカバルカンの来襲,MOVIE,None,"Adventure, Supernatural",Shounen
912,912,Ninku,None,忍空,TV,MANGA,Adventure,Shounen
913,913,Fighting Beauty Wulong,Fighting Beauty Wulong,格闘美神 武龍,TV,None,"Action, Ecchi",
914,914,Ike! Ina-chuu Takkyuubu,The Ping-Pong Club,行け! 稲中卓球部,TV,MANGA,"Comedy, Ecchi, Sports","Table Tennis, School, School Club"
915,915,Ginga Densetsu Weed,None,銀牙伝説ウィード,TV,None,"Adventure, Drama","Animals, Shounen"
916,916,Tokkou,Tokko,TOKKÔ[特公],TV,None,"Action, Comedy, Horror, Mystery, Supernatural",Police
917,917,Riding Bean,None,ライディング・ビーン,OVA,None,"Action, Adventure, Comedy","Police, Cars, Shounen, Male Protagonist"
918,918,Gintama,None,銀魂,TV,MANGA,"Action, Comedy, Sci-Fi, Drama","Parody, Meta, Samurai, Swordplay, Slapstick, Shounen, Mafia, Ensemble Cast, Historical, Male Protagonist, Anachronism"
919,919,Ray The Animation,Ray,RAY THE ANIMATION,TV,None,"Drama, Romance, Sci-Fi",Work
920,920,Nurse Witch Komugi-chan Special,None,None,SPECIAL,None,"Comedy, Mahou Shoujo","Magic, Shounen, Parody"
921,921,Nurse Witch Komugi-chan Magikarte Z,None,ナースウィッチ小麦ちゃんマジカルてZ,OVA,None,"Comedy, Mahou Shoujo","Parody, Henshin, Magic, Female Protagonist"
924,924,Transformers Masterforce,Transformers Super-God Masterforce,トランスフォーマー・超神マスターフォース,TV,None,"Adventure, Mecha, Sci-Fi","Shounen, Robots"
925,925,Transformers Headmasters,Transformers The Headmasters,トランスフォーマー・ザ・ヘッドマスターズ,TV,None,"Adventure, Mecha, Sci-Fi",Shounen
926,926,Transformers Victory,Transformers Victory,トランスフォーマー・ビクトリー,TV,None,"Adventure, Mecha, Sci-Fi",Shounen
927,927,Transformers Superlink,Transformers Energon,トランスフォーマー スーパーリンク,TV,None,"Adventure, Mecha, Sci-Fi",Shounen
928,928,Transformers Galaxy Force,Transformers Galaxy Force,トランスフォーマー ギャラクシーフォース,TV,None,"Adventure, Mecha, Sci-Fi",Shounen
929,929,Seisenshi Dunbine,Aura Battler Dunbine,聖戦士ダンバイン,TV,ORIGINAL,"Adventure, Mecha, Sci-Fi",Isekai
930,930,Densetsu Kyojin Ideon,Space Runaway Ideon,伝説巨神イデオン,TV,None,"Drama, Mecha, Sci-Fi","Space Opera, War, Super Robot, Space, Tragedy, Aliens, Lost Civilization, Primarily Adult Cast"
932,932,Ichigeki Sacchuu!! Hoihoi-san,None,一撃殺虫!!ホイホイさん,OVA,None,"Comedy, Sci-Fi, Slice of Life",
933,933,Dai Mahou Touge,Magical Witch Punie-Chan,大魔法峠,OVA,None,"Comedy, Mahou Shoujo, Supernatural","Parody, Magic, Primarily Female Cast, Female Protagonist, Anti-Hero, Surreal Comedy"
934,934,Higurashi no Naku Koro ni,When They Cry,ひぐらしのなく頃に,TV,VISUAL_NOVEL,"Horror, Mystery, Psychological, Supernatural, Thriller","Alternate Universe, Tragedy, Gore, Rural, Achronological Order, Primarily Female Cast, Mythology, Conspiracy, Miko, School Club, Twins, Yandere"
935,935,Witchblade,Witchblade,ウィッチブレイド,TV,None,"Action, Sci-Fi","Super Power, Family Life, Female Protagonist, Tragedy"
936,936,Naruto: Movie 2 - Daigekitotsu! Maboroshi no Chiteiiseki Dattebayo!,Naruto the Movie 2: Legend of the Stone of Gelel,劇場版　NARUTO　大激突！幻の地底遺跡だってばよ,MOVIE,None,"Adventure, Comedy, Drama, Fantasy, Supernatural","Ninja, Super Power, Shounen"
937,937,Appleseed,None,アップル・シード,OVA,MANGA,"Action, Adventure, Mecha, Sci-Fi","Cyberpunk, Police, Robots, Seinen"
938,938,Shin Getter Robo vs. Neo Getter Robo,Shin Getter Robo vs. Neo Getter Robo,真ゲッターロボ対ネオゲッターロボ,OVA,None,"Action, Mecha, Sci-Fi","Super Robot, Shounen"
940,940,Inukami!,None,いぬかみっ!,TV,None,"Comedy, Ecchi","Youkai, Magic"
941,941,Renkin San-kyuu Magical? Pokaan,None,錬金3級 まじかる?ぽか〜ん,TV,ORIGINAL,"Comedy, Ecchi","Magic, Vampire, Parody, Primarily Female Cast, Witch, Cute Girls Doing Cute Things, Monster Girl, Robots, Werewolf, Kemonomimi"
942,942,Nishi no Yoki Majo: Astraea Testament,The Good Witch Of The West,西の善き魔女 Astraea Testament,TV,LIGHT_NOVEL,"Comedy, Drama, Fantasy, Mystery, Romance",Shoujo
943,943,Yume Tsukai,None,夢使い,TV,None,"Comedy, Drama, Fantasy, Slice of Life","Magic, School, Female Protagonist, Primarily Female Cast"
944,944,The Third: Aoi Hitomi no Shoujo,None,ザ・サード 蒼い瞳の少女,TV,None,"Action, Adventure, Sci-Fi","Shounen, Female Protagonist"
949,949,Top wo Nerae! Gunbuster!,Gunbuster,トップをねらえ！,OVA,ORIGINAL,"Action, Comedy, Drama, Mecha, Sci-Fi","Female Protagonist, Primarily Female Cast, Aliens, Space, Time Manipulation, Super Robot, Nudity, Time Skip, Shounen"
950,950,Street Fighter Alpha: Generations,None,None,MOVIE,None,Adventure,Shounen
951,951,Chibi Maruko-chan,None,ちびまる子ちゃん,TV,MANGA,"Comedy, Slice of Life","Shoujo, Biographical, Family Life"
952,952,Magical Nyan Nyan Taruto,Magical Meow Meow Taruto,魔法少女猫[まじかる にゃん にゃん]たると,TV,None,"Comedy, Mahou Shoujo","Magic, Nekomimi"
953,953,Jyu Oh Sei,Jyu-Oh-Sei: Planet of the Beast King,獣王星,TV,MANGA,"Action, Adventure, Drama, Mystery, Sci-Fi","Shoujo, Survival"
